review_id,app_id,text,voted_up,playtime_minutes,timestamp,sentiment_score,label
192456028,550,"[h1] F*** THIS GAME [/h1]

[h3] My History [/h3]
Now, I've been on this game for a good length of time and then some (been playing on and off since the demo for the Xbox 360 was released). I've grown to playing this game too d*** much for my own good, as well as HALO: The Master Chief Collection, and I title these two games as my all-time ""favorites"". I put ""favorites"" in quotes because when it comes to these games, I have played them way more than any other game. Unfortunately, both of these titles piss me the f*** off to no avail and since this is the Review Section for Left 4 Dead 2, I'ma give my honest input.

[h3] The Pros [/h3]
One major benefit of this game is the fact that it is very easy to pick up and play. Another good for it is it is not a hardware demanding title to run on. This game can run on your grandma's toaster oven and as far as I'm aware, it is generally bug-free (probably due to all the patches the game has gone through and updates the game has received). Some other good, is that the characters are enjoyable and while the story is not in your face and not really obvious, there are clues about the story scattered out throughout the game in the form of writings on the saferoom/alley walls from previous survivors and the such. The Developer Commentary mode (found in the 'Extras' menu on the Main Menu screen) is also nothing short of interesting and really good for those who are interested in the Behind-The-Scenes stuff of the game, which I used to play way too much of back on the Xbox 360... Another thing that I like about the game is that climbing the skill-hill is very a smooth experience (assuming you’re actively trying to learn the game) and with the right amount of practice, the hardest tricks in the game can be done with relative ease. Hell, at this point, all I play is Expert because any difficulty less is too easy for me. The last good I will be referring to is the fact that the game has built-in Mod support. Now me personally, I couldn’t give a s*** about mods, considering I play almost vanilla every-time I play. Really, the only mod that I currently use is a mod that turns the crosshair into a small, white dot (I mainly used this for Tier 1 weaponry when I first downloaded it, and btw, Tier 1 weaponry main REPRESENT lol)… There are some other good things about the game, but I ain't here to talk kindly on this piece of dogs***, I'm here to take a fat steamin' turd on it.

[h3] The Cons [/h3]
I genuinely only have one complaint with this game: let me introduce to you possibly the worst idea of an enemy ever introduced into a video game that is reliant on teamwork since f****** EVER: The Smoker. Now, I'm not a violent person and I don't want to wish harm upon anyone, but I seriously hope whoever made this Special Infected got fired from making anymore video game decisions for the rest of their miserable lives and then got beaten horrifically with a butter sock while strapped down to a table... Seriously, this zombie is an ABOMINATION... This motherf***** will snipe you with his tongue and when he has constricted you, he will F*** YOU UP... On Expert, this zombie is a tumor to this game, as 90% of the time, he will corner bomb you the second you take 5ft away from your teammates and once this motherf***** has you, he will somehow INSTANTLY constrict you. I cannot tell you how many times this zombie has timed a tangle on me and while I was falling from a jump, because of where it attacked from, I would get instantly constricted... What makes this c***sucker worse is the fact that, like the Jockey zombie, his audio cues are beyond broken as f***. Half the time (nah scratch that, MOST the time, especially on Expert), this motherf***** is as silent as a mouse and you will NOT hear his music OR audio cues. Combine that with his insanely fast attack speed, damage output, and the fact this motherf***** has the most inconsistent health bar I've ever seen (sometimes you can one tap him, other times you can't for some diddly f*** reason), he is honestly the single worst thing about this game, PERIOD... Oh, and I forgot to mention: not only is he one of the most common to spawn of the Special Infected (meaning you can actually encounter TWO or THREE of these f****** in a row in a REGULAR campaign), but they are also the single HARDEST Special Infected to counter in the entire game... Seriously Valve, F*** YOU for implementing this actual HELLSPAWN unto this game. I truly (and with the upmost sincerity) hope Left 4 Dead 3 never sees the light of f****** day because ya'll had the AUDACITY to add this ONE MOTHERF****** ZOMBIE into a video game... 
[End rant]

[h3] The Conclusion [/h3]
And really that's my review. If you're going to play this game, play this s*** on Advanced or below difficulty, because the AI Infected will cheat like a b**** on Expert. 
Thanks for reading!",False,26145,1744317727,-0.9912,negative
191572948,550,"
Shrek Script

 {Man} Once upon a time there was a lovely princess.

But she had an enchantment upon her of a fearful sort which could only 

be broken by love's first kiss.

She was locked away in a castle guarded by a terrible fire-breathing 

dragon.

Many brave knigts had attempted to free her from this dreadful prison, 

but non prevailed.

She waited in the dragon's keep in the highest room of the tallest 

tower for her true love and true love's first kiss.

{Laughing} 

Like that's ever gonna happen.

{Paper Rusting, Toilet Flushes}

What a load of - 



Somebody once told me the world is gonna roll me

I ain't the sharpest tool in the shed

She was lookin' kind of dumb with her finger and her thumb

In the shape of an ""L"" on her forehead

The years start comin' and they don't stop comin'

Fed to the rules and hit the ground runnin'

Didn't make sense not to live for fun

Your brain gets smart but your head gets dumb

So much to do so much to see

So what's wrong with takin' the backstreets

You'll never know if you don't go

You'll never shine if you don't glow

Hey, now You're an all-star

Get your game on, go play

Hey, now You're a rock star

Get the show on, get paid

And all that glitters is gold

Only shootin' stars break the mold

It's a cool place and they say it gets colder

You're bundled up now but wait till you get older

But the meteor men beg to differ

Judging by the hole in the satellite picture

The ice we skate is gettin' pretty thin

The water's getting warm so you might as well swim

My world's on fire

How 'bout yours

That's the way I like it and I'll never get bored

Hey, now, you're an all-star

{Shouting}

Get your game on, go play

Hey, now You're a rock star

Get the show on, get paid

And all that glitters is gold

Only shootin' stars break the mold

{Belches}

Go!

Go!

{Record Scratching}

Go. Go.Go.

Hey, now, you're an all-star

Get your game on, go play

Hey, now You're a rock star

Get the show on, get paid

And all that glitters is gold

Only shootin' stars break the mold



-Think it's in there?

-All right. Let's get it!

-Whoa. Hold on. Do you know what that thing can do to you?

-Yeah, it'll grind your bones for it's bread.

{Laughs}

-Yes, well, actually, that would be a gaint.

Now, ogres - - They're much worse.

They'll make a suit from your freshly peeled skin.

-No!

-They'll shave your liver. Squeeze the jelly from your eyes!

Actually, it's quite good on toast.

-Back! Back, beast! Back! I warn ya!

{Gasping}

-Right.

{Roaring}

{Shouting}

{Roaring}

{Whispers} This is the part where you run away.

{Gasping}

{Laughs}

{Laughing} And stay out!

""Wanted. Fairy tale creatures.""

{Sighs}

{Man's voice} All right. This one's full.

-Take it away!

{Gasps}

-Move it along. Come on! Get up!

-Next!

-Give me that! Your fiying days are over.

That's 20 pieces of silver for the witch. Next!

-Get up! Come on!

-Twenty pieces.

{Thudding}

-Sit down there!

-Keep quiet!

{Crying}

-This cage is too small.

-Please, don't turn me in. I'll never be stubborn again.

I can change. Please! Give me another chance!

-Oh, shut up.

-Oh!

-Next!

-What have you got?

-This little wooden puppet.

-I'm not a puppet. I'm a real boy.

-Five shillings for the possessed toy. Take it away.

-Father, please! Don't let them do this!

-Help me!

-Next! What have you got?

-Well, I've got a talking donkey.

{Grunts}

-Right. Well, that's good for ten shillings, if you can prove it.

-Oh, go ahead, little fella.

-Well?

-Oh, oh, he's just - - He's just a little nervous.

He's really quite a chatterbox. Talk, you boneheaded dolt - -

-That's it. I've heard enough. Guards!

-No, no, he talks! He does. I can talk. I love to talk.

I'm the talkingest damn thing you ever saw.

-Get her out of my sight.

-No, no! I swear! Oh! He can talk!

{Gasps}

-Hey! I can fly!

-He can fly!

-He can fly!

-He can talk!

-Ha, ha! That's right, fool! Now I'm a flying, talking donkey.

You might have seen a housefly, maybe even a superfly

but I bet you ain't never seen a donkey fly. Ha, ha!

Oh-oh.

{Grunts}

-Seize him!

-After him! He's getting away!

{Grunts, Gasps}

{Man}

-Get him! This way! Turn!

-You there. Orge!

-Aye?

-By the order of Lord Farquaad I am authorized to place you both under 

arrest

and transport you to a designated..... resettlement facility.

-Oh, really? You and what army?

{Gasps, Whimpering}

{Chuckles}

-Can I say something to you?

-Listen, you was really, really, really somethin' back here. 

Incredible!

Are you talkin' to - - me? Whoa!

-Yes. I was talkin' to you. Can I tell you that you that you was great 

back here? Those guards!

They thought they was all of that. Then you showed up, and bam! They 

was trippin' over themselves like babes in the woods. That really made 

me feel good to see that.

-Oh, that's great. Really.

-Man, it's good to be free.

-Now, why don't you go celebrate your freedom with your own friends? 

Hmm?

-But, uh, I don't have any friends. And I'm not goin' out there by 

myself. Hey, wait a minute! I got a great idea! I'll stick with you. 

You're mean, green, fightin' machine. Together we'll scare the spit 

out of anybody that crosses us.

{Roaring}

-Oh, wow! That was really scary. If you don't mind me sayin', if that 

don't work, your breath certainly will get the job done, 'cause you 

definitely need some Tic Tacs or something, 'cause you breath stinks!

You almost burned the hair outta my nose, just like the time - - 

{Mumbling}

Than I ate some rotten berries. I had strong gases eking out of my 

butt that day.

-Why are you following me?

-I'll tell you why. 



'Cause I'm all alone

There's no one here beside me

My promlems have all gone

There's no one to deride me

But you gotta heve friends - - 



-Stop singing! It's no wonder you don't have any friends.

-Wow. Only a true friend would be that cruelly honest.

-Listen, little donkey. Take a look at me. What am I?

-Uh - - Really tall?

-No! I'm an orge! You know. ""Grab your torch and pitchforks."" Doesn't 

that bother you?

-Nope.

-Really?

-Really, really.

-Oh.

-Man, I like you. What's you name?

-Uh, Shrek.

-Shrek? Well, you know what I like about you, Shrek?

You got that kind of I-don't-care-what-nobody-thinks-of-me thing.

I like that. I respect that, Shrek. You all right. Whoo! Look at that. 

Who'd want to live in place like that?

-That would be my home.

-Oh! And it is lovely! Just beautiful. You know you are quite a 

decorator. It's amazing what you've done with such a modest budget. I 

like that boulder. That is a nice boulder.

-I guess you don't entertain much, do you?

-I like my privacy.

-You know, I do too. That's another thing we have in common. Like I 

hate it when you got somebody in your face. You've trying to give them 

a hint, and they won't leave. There's that awkward silence.

-Can I stay with you?

-Uh, what?

-Can I stay with you, please?

-Of course!

-Really?

-No.

-Please! I don't wanna go back there! You don't know what it's like to 

be considered a freak. Well, maybe you do. But that's why we gotta 

stick together. You gotta let me stay! Please! Please!

-Okay! Okay! But one night only.

-Ah! Thank you!

-What are you - - No! No!

-This is gonna be fun! We can stay up late, swappin' manly stories, 

and in the mornin' I'm makin' waffles.

-Oh!

-Where do, uh, I sleep?

-Outside!

-Oh, well. I guess that's cool. I mean, I don't know you, and you 

don't know me, so I guess outside is best, you know.

{Sniffles}

-Here I go.

-Good night.

{Sighs}

-I mean, I do like the outdoors. I'm a donkey. I was born outside. 

I'll just be sitting by myself outside, I guess, you know. By myself, 

outside.



I'm all alone

There's no one here beside me

{Bubbling}

{Sighs}

{Creaking}

{Sighs}

-I thought I told you to stay outside.

-I'm outside.

{Clattering}

-Well, gents, it's a far cry from the farm, but what choice do we 

have? 

-It's not home, but it'll do just fune.

-",True,1398,1743348270,0.9995,positive
190948736,550,"*joins versus game*
*team speedruns the map with bhop and aimbot scripts*
*gets kicked for being too slow*
would play again",True,6942,1742698131,0.34,positive
190218049,550,Left 4 Rage 2,True,1734,1742005471,-0.5574,negative
189197521,550,ngl story kinda fun but it can deffo be hard and u can rage quit lol. still fun and satisfying,True,459,1740938181,0.8028,positive
188804923,550,"This is a great game on its own but the workshop makes it even better.
Recommended to play with friends for maximum fun (and rage) or play alone if you want, it's still fun either way.",True,4515,1740586941,0.9794,positive
188766914,550,game ban zombie hai nhat t tung choi,True,1977,1740535725,-0.5574,negative
188466873,550,"Ellis stared at me getting choked out by a smoker whilst yelling ""I hear a smoker"".... 10/10 would rage again",True,2103,1740199545,-0.7717,negative
187648093,550,"This game is amazing! Honestly I didn't expect hitboxes to work so well, they could compete with modern games in terms of the collision system and also the jockey's AI is so wonderful (It's totally not basically cheating by carrying out these impossible jumps)! Surprisingly the community is also very kind and non-toxic. I fuck up so often and I don't get kicked.",True,54300,1739211483,0.9581,positive
187342142,550,"Left 4 Dead 2: Where the Real Special Infected Are Your Teammates


Ah, Left 4 Dead 2 – a game where teamwork is essential… if by ""teamwork,"" you mean getting betrayed harder than a horror movie side character.

Here’s how it goes: You’re deep into a campaign, barely holding on, when suddenly a random player joins mid-game.
Great, right? More firepower! Except – plot twist – this guy isn’t here to help. No, he’s here to pull off the greatest Among Us betrayal of all time. Shot in the back. Incapacitated. And while you're lying there, watching your life bar drain, you see it: A kick vote.

The best part? Your teammates accept it instantly, because their brain registers ""vote"" and thinks, ""Yes, democracy! Must click YES!"" Congratulations, you’ve been eliminated from your own game faster than a Boomer popping at a frat party.

And speaking of Boomers, let’s talk about the actual infected. You think the Jockey is bad? Try getting piggybacked by a teammate into a Witch. Think a Charger is deadly? That’s cute—wait until a random joins, shoots you in the kneecap, and leaves you for dead while the actual Charger politely watches from the sidelines, impressed. And Smokers? Oh, don’t worry, you’ll still get dragged across the map—it just won’t be by an infected, but by a teammate voting you out after they walked into a Tank’s fists like it’s a trust fall exercise.

But wait, there’s more! My personal highlight: I once had my username in Persian script. That was all it took.
Instantly, I became the prime target for teamkills and some of the most spectacularly dumb racism I’ve ever seen. News flash, folks: Not every foreign script means whatever your tiny brain thinks it means. But sure, please keep screaming slurs while you get pounced by a Hunter. Priorities.

Final Verdict: If you enjoy survival horror, but wish the real horror came from the people you’re supposed to trust, Left 4 Dead 2 is the perfect game for you. Play at your own risk. Or better yet, just queue as a Special Infected – at least then, betrayal is expected.",True,16560,1738888926,-0.9259,negative
